"Site_ID","Site_Name","Site_Type","Admin_Region","Country","Decimal_Degrees_Lat","Decimal_Degrees_Long","Location_Quality"
"MA021","Foum el Arjam",NULL,NULL,"MA",30.3667,-5.8333,"C"
"MA069","Oued Béni Méliarène","Open air site","Oujda","MA",34.4554,-1.9062,"A"
"MA068","Oued Ben Séguir","Open air site","Oujda","MA",34.6125,-2.014,"A"
"MA066","Oued Al Gazmir",NULL,NULL,"MA",34.1826,-2.0664,"A"
"MA071","Oued Nachef",NULL,NULL,"MA",34.6456,-1.9506,"A"
"MA020","Fontaine Rahhal",NULL,NULL,"MA",34.0114,-2.0308,"A"
"MA011","Ras Kebdana/Triffa/El Camra",NULL,NULL,"MA",35.1283,-2.4467,"A"
"MA032","Ras Kebdana/Triffa/Ibouarfatsène",NULL,NULL,"MA",35.1003,-2.4853,"A"
"MA041","Ijertsal",NULL,NULL,"MA",35.0986,-2.4997,"B"
"MA089","Kert River, Section A","Walking horizon; fire site (buried)",NULL,"MA",35.0633,-3.1964,"C"
"MA090","Kert River, Section B","Walking horizon; fire site (buried)",NULL,"MA",35.0808,-3.1622,"C"
"MA091","Kert River, Section D","Walking horizon; fire site (buried)",NULL,"MA",35.0886,-3.1586,"C"
"MA093","Kert River, Section F","Walking horizon; fire site (buried)",NULL,"MA",35.1236,-3.1719,"C"
"MA094","Kert River, Section G","Walking horizon; fire site (buried)",NULL,"MA",35.1369,-3.1892,"C"
"MA095","Kert River, Section J","Walking horizon; fire site (buried)",NULL,"MA",35.1839,-3.1703,"C"
"MA096","Kert River, Section K","Walking horizon; fire site (buried)",NULL,"MA",35.1978,-3.1769,"C"
"MA097","Kert River, Section L","Walking horizon; fire site (buried)",NULL,"MA",35.2122,-3.1831,"C"
"MA092","Kert River, Section E","Walking horizon; fire site (buried)",NULL,"MA",35.0975,-3.1617,"C"
"MA100","Sidi Ali","Open air site","Middle Atlas","MA",33.0847,-4.9875,"C"
"MA101","Blirh (Upper Moulouya)","Walking horizon","Middle Atlas","MA",32.8042,-4.3706,"C"
"MA102","Aougni N'ait Ourigh Neolithic Site. C-1300 (Oukaïmeden)","Rock shelter","High Atlas","MA",31.2056,-7.8622,"D"
"MA103","Aougni N’ait Ourigh C-700 (Oukaïmeden)","Rock shelter","High Atlas","MA",31.2056,-7.8622,"D"
"MA104","Elephant's Shelter C-200","Rock shelter","High Atlas","MA",31.2056,-7.8622,"D"
"MA105","Elephant's Frieze C-800","Rock shelter","High Atlas","MA",31.2056,-7.8622,"D"
"ES001","Benzú Cave","Cave","Ceuta","ES",35.9122,-5.3794,"A"
"ES002","El Zafrin","Open air site","Chafarinas islands","ES",35.1783,-2.4414,"B"
"TN054","Henchir Mided","Cemetery",NULL,"TN",35.7886,9.07,"B"
"TN055","El Menaguib","Cemetery","Jefara","TN",32.7308,10.7194,"D"
"TN046","Utica","Settlement","Tunis","TN",37.0586,10.0631,"A"
"TN001","Althiburos","Settlement","El Kef","TN",35.873,8.786,"C"
"TN042","Wadi Sbeïtla Wadi el Hammar (HAM) profile","Natural terrace",NULL,"TN",35.311,9.083,"C"
"TN039","Wadi Sbeïtla SBII profile","Natural terrace",NULL,"TN",35.34,9.03,"C"
"TN040","Wadi Sbeïtla SBV profile","Natural terrace",NULL,"TN",35.219,9.152,"C"
"TN041","Wadi Sbeïtla SBVI profile","Natural terrace",NULL,"TN",35.213,9.177,"C"
"TN014","Dougga - Maison du Trifolium","Burial",NULL,"TN",36.421,9.22,"C"
"TN008","Carthage","Settlement",NULL,"TN",36.8531,10.3231,"C"
"TN023","Hergla (SHM-1)","Rammadiya","Sousse","TN",36.019,10.496,"B"
"TN007","Bortal Fakher","Rock shelter","Gafsa","TN",34.3644,8.2158,"A"
"TN026","Kef el Agab","Cave",NULL,"TN",36.5,8.7667,"C"
"TN015","Doukanet el Khoutifa","Open air site",NULL,"TN",35.8516,9.5495,"A"
"TN027","Kef Hamda","Open air site",NULL,"TN",35.7595,9.4036,"A"
"TN028","Medenine - MED0021","Open air site","Tajera","TN",33.379,10.4061,"A"
"TN032","Rammadiya El Oghrab","Rammadiya","Meknassy","TN",34.5395,9.6556,"A"
"TN005","Bir Hmaïria II","Rammadiya","Gafsa","TN",34,8.45,"B"
"TN024","Jaatcha (Metlaoui)","Rock shelter",NULL,"TN",34.4025,8.0283,"C"
"TN017","El Mekta","Rammadiya","Gafsa","TN",34.514,8.784,"C"
"TN029","Oued el Akarit",NULL,NULL,"TN",34.1667,9.9833,"C"
"TN047","Chott el Jerid 15/6","Open air site",NULL,"TN",33.3169,9.0869,"B"
"TN048","Chott el Jerid 15/7","Open air site",NULL,"TN",33.3169,9.0869,"B"
"TN049","Chott el Jerid 15/8","Open air site",NULL,"TN",33.3169,9.0869,"B"
"TN050","Chott el Jerid 15/12","Open air site",NULL,"TN",33.3169,9.0869,"B"
"TN051","Chott el Jerid 15/14","Open air site",NULL,"TN",33.3169,9.0869,"B"
"TN052","Chott el Jerid 15/15","Open air site",NULL,"TN",33.3169,9.0869,"B"
"TN053","Chott el Jerid 15/18","Open air site",NULL,"TN",33.3169,9.0869,"B"
"TN021","Gtoaa Ejali 3",NULL,NULL,"TN",34.5333,10.5,"C"
"TN043","Zarzis",NULL,NULL,"TN",33.4833,11.0667,"C"
"TN044","Zarzis Gisement 12",NULL,NULL,"TN",33.4833,11.0667,"C"
"TN012","Djerid [1]",NULL,NULL,"TN",34.4333,8.9833,"C"
"TN013","Djerid [2]",NULL,NULL,"TN",34.85,8.6333,"C"
"TN020","Golfe de Gabès",NULL,NULL,"TN",33.1833,11.5667,"C"
"TN022","Henchir Jel 3",NULL,"Mahares","TN",34.5333,10.5,"C"
"TN018","Faïth el Nadhour II",NULL,NULL,"TN",34.6086,10.0953,"A"
"TN030","Oued Melah",NULL,NULL,"TN",32.4,11.1167,"C"
"TN016","Douz",NULL,NULL,"TN",32.4333,9.0167,"C"
"TN045","Zmertène",NULL,NULL,"TN",33.25,10.0833,"C"
"TN010","dj. Morra",NULL,NULL,"TN",34.1667,8.6667,"C"
"TN033","Sebkhet el Maleh Site 11",NULL,NULL,"TN",33.4,11.1167,"C"
"TN038","Smila",NULL,"Tataouine","TN",33,10,"D"
"TN031","Ragoubet el Abeid",NULL,NULL,"TN",35.4283,9.5025,"A"
"TN035","Sebkhet en Noual",NULL,NULL,"TN",34.4,9.8667,"C"
"TN006","Bir Oum Ali","Shell midden",NULL,"TN",34.1167,9.1667,"D"
"TN019","Foum Tatahouine",NULL,NULL,"TN",32.9167,10.4333,"C"
"TN036","Sidi Jdidi","Open air site",NULL,"TN",32.7177,2.6066,"C"
